investigation_id,claim_id,status,priority,reason,final_decision
INV003033,CL019207,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003034,CL013261,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003035,CL010158,CLOSED,HIGH,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV003036,CL002366,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV003037,CL008924,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003038,CL013167,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003039,CL028155,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003040,CL013621,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV003041,CL001573,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003042,CL013580,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003043,CL007565,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003044,CL000041,IN_PROGRESS,LOW,multiple previous claims on record,
INV003045,CL000661,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003046,CL012568,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003047,CL014050,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV003048,CL007767,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003049,CL004247,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV003050,CL002869,IN_PROGRESS,HIGH,anomalous pattern flagged by risk model,
INV003051,CL014653,IN_PROGRESS,LOW,short interval since previous claim,
INV003052,CL024878,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003053,CL022858,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003054,CL027634,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003055,CL011003,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003056,CL008696,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003057,CL002717,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003058,CL008677,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003059,CL010168,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV003060,CL020495,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003061,CL026963,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003062,CL020660,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003063,CL020086,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003064,CL009612,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003065,CL012706,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003066,CL019073,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003067,CL023986,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003068,CL017583,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REJECT
INV003069,CL027168,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003070,CL009475,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003071,CL020486,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record,INVESTIGATE_FURTHER
INV003072,CL000324,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003073,CL017186,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003074,CL007120,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003075,CL010085,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003076,CL027938,CLOSED,LOW,claim amount high relative to vehicle value,APPROVE
INV003077,CL029896,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003078,CL025508,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003079,CL003278,IN_PROGRESS,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003080,CL024892,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003081,CL003810,IN_PROGRESS,LOW,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,
INV003082,CL015121,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003083,CL023370,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003084,CL008616,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003085,CL008368,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003086,CL018911,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003087,CL015235,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,REQUEST_DOCUMENTS
INV003088,CL002385,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003089,CL020616,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003090,CL026276,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003091,CL021851,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003092,CL009548,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003093,CL022748,CLOSED,HIGH,claim amount high relative to vehicle value,INVESTIGATE_FURTHER
INV003094,CL002214,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003095,CL010730,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003096,CL013707,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV003097,CL017442,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003098,CL017842,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003099,CL028326,CLOSED,HIGH,multiple previous claims on record,REQUEST_DOCUMENTS
INV003100,CL022457,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003101,CL004772,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003102,CL017365,CLOSED,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV003103,CL000873,CLOSED,HIGH,repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003104,CL012355,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV003105,CL010870,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003106,CL007425,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003107,CL003916,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003108,CL028806,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003109,CL027346,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003110,CL029431,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003111,CL015863,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003112,CL006934,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
